decided_at,action,target,severity,confidence,automated,rationale
2026-06-03T18:19:58.946386Z,replace_certificate,api.fintrust-bank.com,critical,0.99,True,Expired 24 day(s) ago — production traffic is at risk.
2026-06-03T18:19:58.946398Z,plan_pqc_migration,api.fintrust-bank.com,medium,0.85,False,RSA-2048 is broken by Shor; queue hybrid ML-KEM/ML-DSA pilot.
2026-06-03T18:19:58.946407Z,replace_certificate,payments.fintrust-bank.com,critical,0.99,True,Expired 4 day(s) ago — production traffic is at risk.
2026-06-03T18:19:58.946416Z,schedule_renewal,portal.healthcorp.example,high,0.9,False,Expires in 22 day(s); within 45-day window.
2026-06-03T18:19:58.946423Z,plan_pqc_migration,portal.healthcorp.example,medium,0.85,False,RSA-2048 is broken by Shor; queue hybrid ML-KEM/ML-DSA pilot.
2026-06-03T18:19:58.946434Z,schedule_renewal,secure-ftp.logistico.example,high,0.9,False,Expires in 32 day(s); within 45-day window.
2026-06-03T18:19:58.946445Z,plan_pqc_migration,secure-ftp.logistico.example,medium,0.85,False,EC-secp384r1-384 is broken by Shor; queue hybrid ML-KEM/ML-DSA pilot.
2026-06-03T18:19:58.946457Z,plan_pqc_migration,legacy.intranet.example,medium,0.85,False,RSA-1024 is broken by Shor; queue hybrid ML-KEM/ML-DSA pilot.
2026-06-03T18:19:58.946469Z,plan_pqc_migration,edge.fintrust-bank.com,medium,0.85,False,EC-secp256r1-256 is broken by Shor; queue hybrid ML-KEM/ML-DSA pilot.
2026-06-03T18:19:58.946480Z,plan_pqc_migration,www.cloudflare.com,medium,0.85,False,EC-secp256r1-256 is broken by Shor; queue hybrid ML-KEM/ML-DSA pilot.
2026-06-03T18:19:58.946491Z,plan_pqc_migration,www.google.com,medium,0.85,False,EC-secp256r1-256 is broken by Shor; queue hybrid ML-KEM/ML-DSA pilot.
2026-06-03T18:19:58.946501Z,plan_pqc_migration,www.microsoft.com,medium,0.85,False,RSA-2048 is broken by Shor; queue hybrid ML-KEM/ML-DSA pilot.
2026-06-03T18:19:58.946586Z,harden_filtered_port,127.0.0.1:1,high,0.8,False,"Policy permits only TCP/443. UNKNOWN SERVICE on TCP/1 is filtered: policy violation — non-443 exposure. Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation)."
2026-06-03T18:19:58.946643Z,harden_filtered_port,127.0.0.1:2,high,0.8,False,"Policy permits only TCP/443. UNKNOWN SERVICE on TCP/2 is filtered: policy violation — non-443 exposure. Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation)."
2026-06-03T18:19:58.946693Z,harden_filtered_port,127.0.0.1:3,high,0.8,False,"Policy permits only TCP/443. UNKNOWN SERVICE on TCP/3 is filtered: policy violation — non-443 exposure. Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation)."
2026-06-03T18:19:58.946740Z,harden_filtered_port,127.0.0.1:4,high,0.8,False,"Policy permits only TCP/443. UNKNOWN SERVICE on TCP/4 is filtered: policy violation — non-443 exposure. Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation)."
2026-06-03T18:19:58.946786Z,harden_filtered_port,127.0.0.1:5,high,0.8,False,"Policy permits only TCP/443. UNKNOWN SERVICE on TCP/5 is filtered: policy violation — non-443 exposure. Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation)."
2026-06-03T18:19:58.946830Z,harden_filtered_port,127.0.0.1:6,high,0.8,False,"Policy permits only TCP/443. UNKNOWN SERVICE on TCP/6 is filtered: policy violation — non-443 exposure. Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation)."
2026-06-03T18:19:58.946879Z,harden_filtered_port,127.0.0.1:7,high,0.8,False,"Policy permits only TCP/443. ECHO on TCP/7 is filtered: policy violation — non-443 exposure. Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation)."
2026-06-03T18:19:58.946926Z,harden_filtered_port,127.0.0.1:8,high,0.8,False,"Policy permits only TCP/443. UNKNOWN SERVICE on TCP/8 is filtered: policy violation — non-443 exposure. Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation)."
2026-06-03T18:19:58.946973Z,harden_filtered_port,127.0.0.1:9,high,0.8,False,"Policy permits only TCP/443. DISCARD on TCP/9 is filtered: policy violation — non-443 exposure. Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation)."
2026-06-03T18:19:58.947019Z,harden_filtered_port,127.0.0.1:10,high,0.8,False,"Policy permits only TCP/443. UNKNOWN SERVICE on TCP/10 is filtered: policy violation — non-443 exposure. Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation)."
2026-06-03T18:19:58.947066Z,harden_filtered_port,127.0.0.1:11,high,0.8,False,"Policy permits only TCP/443. SYSTAT on TCP/11 is filtered: policy violation — non-443 exposure. Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation)."
2026-06-03T18:19:58.947113Z,harden_filtered_port,127.0.0.1:12,high,0.8,False,"Policy permits only TCP/443. UNKNOWN SERVICE on TCP/12 is filtered: policy violation — non-443 exposure. Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation)."
2026-06-03T18:19:58.947160Z,harden_filtered_port,127.0.0.1:13,high,0.8,False,"Policy permits only TCP/443. DAYTIME on TCP/13 is filtered: policy violation — non-443 exposure. Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation)."
2026-06-03T18:19:58.947207Z,harden_filtered_port,127.0.0.1:14,high,0.8,False,"Policy permits only TCP/443. UNKNOWN SERVICE on TCP/14 is filtered: policy violation — non-443 exposure. Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation)."
2026-06-03T18:19:58.947254Z,harden_filtered_port,127.0.0.1:15,high,0.8,False,"Policy permits only TCP/443. UNKNOWN SERVICE on TCP/15 is filtered: policy violation — non-443 exposure. Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation)."
2026-06-03T18:19:58.947300Z,harden_filtered_port,127.0.0.1:16,high,0.8,False,"Policy permits only TCP/443. UNKNOWN SERVICE on TCP/16 is filtered: policy violation — non-443 exposure. Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation)."
2026-06-03T18:19:58.947348Z,harden_filtered_port,127.0.0.1:17,high,0.8,False,"Policy permits only TCP/443. QOTD on TCP/17 is filtered: policy violation — non-443 exposure. Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation)."
2026-06-03T18:19:58.947393Z,harden_filtered_port,127.0.0.1:18,high,0.8,False,"Policy permits only TCP/443. UNKNOWN SERVICE on TCP/18 is filtered: policy violation — non-443 exposure. Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation)."
2026-06-03T18:19:58.947439Z,harden_filtered_port,127.0.0.1:19,high,0.8,False,"Policy permits only TCP/443. CHARGEN on TCP/19 is filtered: policy violation — non-443 exposure. Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation)."
2026-06-03T18:19:58.947486Z,harden_filtered_port,127.0.0.1:20,high,0.8,False,"Policy permits only TCP/443. FTP-DATA on TCP/20 is filtered: policy violation — non-443 exposure. Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation)."
2026-06-03T18:19:58.947534Z,harden_filtered_port,127.0.0.1:21,high,0.8,False,Policy permits only TCP/443. FTP on TCP/21 is filtered: cleartext credentials & data exfiltration. Disable or replace with SFTP (port 22 inside a bastion) or FTPS over TLS 1.2+; block 21/tcp at the perimeter.
2026-06-03T18:19:58.947583Z,harden_filtered_port,127.0.0.1:22,high,0.8,False,Policy permits only TCP/443. SSH on TCP/22 is filtered: remote interactive shell. Restrict to bastion hosts behind a VPN; enforce key-based auth + hardware MFA; deny root login; fail2ban; audit authorized_keys.
2026-06-03T18:19:58.947628Z,harden_filtered_port,127.0.0.1:23,high,0.8,False,Policy permits only TCP/443. TELNET on TCP/23 is filtered: cleartext remote shell. Decommission entirely; replace with SSH; block 23/tcp at every boundary.
2026-06-03T18:19:58.947661Z,harden_filtered_port,127.0.0.1:24,high,0.8,False,"Policy permits only TCP/443. UNKNOWN SERVICE on TCP/24 is filtered: policy violation — non-443 exposure. Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation)."
2026-06-03T18:19:58.947686Z,harden_filtered_port,127.0.0.1:25,high,0.8,False,Policy permits only TCP/443. SMTP on TCP/25 is filtered: mail relay abuse. Require authentication and TLS; block 25/tcp inbound to non-MTA hosts; configure SPF/DKIM/DMARC.
2026-06-03T18:19:58.947716Z,harden_filtered_port,127.0.0.1:26,high,0.8,False,"Policy permits only TCP/443. UNKNOWN SERVICE on TCP/26 is filtered: policy violation — non-443 exposure. Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation)."
2026-06-03T18:19:58.947756Z,harden_filtered_port,127.0.0.1:27,high,0.8,False,"Policy permits only TCP/443. UNKNOWN SERVICE on TCP/27 is filtered: policy violation — non-443 exposure. Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation)."
2026-06-03T18:19:58.947800Z,harden_filtered_port,127.0.0.1:28,high,0.8,False,"Policy permits only TCP/443. UNKNOWN SERVICE on TCP/28 is filtered: policy violation — non-443 exposure. Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation)."
2026-06-03T18:19:58.947843Z,harden_filtered_port,127.0.0.1:29,high,0.8,False,"Policy permits only TCP/443. UNKNOWN SERVICE on TCP/29 is filtered: policy violation — non-443 exposure. Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation)."
2026-06-03T18:19:58.947890Z,harden_filtered_port,127.0.0.1:30,high,0.8,False,"Policy permits only TCP/443. UNKNOWN SERVICE on TCP/30 is filtered: policy violation — non-443 exposure. Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation)."
